"id" "name" "sex" "age" "height" "weight" "team" "noc" "games" "year" "season" "city" "sport" "event" "medal"
"3578" 87203 "Grzegorz Nowak" "M" 25 202 105 "Poland" "POL" "1980 Summer" 1980 "Summer" "Moskva" "Rowing" "Rowing Men's Coxed Fours" "Bronze"
"3579" 87203 "Grzegorz Nowak" "M" 25 202 105 "Poland" "POL" "1980 Summer" 1980 "Summer" "Moskva" "Rowing" "Rowing Men's Coxed Eights" NA
"3580" 87204 "Katarzyna Nowak" "F" 23 173 60 "Poland" "POL" "1992 Summer" 1992 "Summer" "Barcelona" "Tennis" "Tennis Women's Singles" NA
"3581" 87205 "Marcin Nowak" "M" 20 215 105 "Poland" "POL" "1996 Summer" 1996 "Summer" "Atlanta" "Volleyball" "Volleyball Men's Volleyball" NA
"3582" 87206 "Marcin Andrzej Nowak" "M" 23 174 71 "Poland" "POL" "2000 Summer" 2000 "Summer" "Sydney" "Athletics" "Athletics Men's 100 metres" NA
"3583" 87206 "Marcin Andrzej Nowak" "M" 23 174 71 "Poland" "POL" "2000 Summer" 2000 "Summer" "Sydney" "Athletics" "Athletics Men's 4 x 100 metres Relay" NA
"3584" 87206 "Marcin Andrzej Nowak" "M" 31 174 71 "Poland" "POL" "2008 Summer" 2008 "Summer" "Beijing" "Athletics" "Athletics Men's 4 x 100 metres Relay" NA
"3585" 87207 "Marek Nowak" "M" 29 182 70 "Poland" "POL" "1996 Summer" 1996 "Summer" "Atlanta" "Shooting" "Shooting Men's Air Pistol, 10 metres" NA
"3586" 87207 "Marek Nowak" "M" 29 182 70 "Poland" "POL" "1996 Summer" 1996 "Summer" "Atlanta" "Shooting" "Shooting Men's Free Pistol, 50 metres" NA
"3587" 87209 "Mieczysaw Nowak" "M" 27 160 60 "Poland" "POL" "1964 Summer" 1964 "Summer" "Tokyo" "Weightlifting" "Weightlifting Men's Featherweight" "Bronze"
"3588" 87209 "Mieczysaw Nowak" "M" 31 160 60 "Poland" "POL" "1968 Summer" 1968 "Summer" "Mexico City" "Weightlifting" "Weightlifting Men's Featherweight" NA
"3589" 87209 "Mieczysaw Nowak" "M" 35 160 60 "Poland" "POL" "1972 Summer" 1972 "Summer" "Munich" "Weightlifting" "Weightlifting Men's Featherweight" NA
"3590" 87212 "Sylwia Nowak (-Trbacka)" "F" 21 170 58 "Poland" "POL" "1998 Winter" 1998 "Winter" "Nagano" "Figure Skating" "Figure Skating Mixed Ice Dancing" NA
"3591" 87212 "Sylwia Nowak (-Trbacka)" "F" 25 170 58 "Poland" "POL" "2002 Winter" 2002 "Winter" "Salt Lake City" "Figure Skating" "Figure Skating Mixed Ice Dancing" NA
"3592" 87213 "Teresa Nowak (-Gierczak, -Nikitin)" "F" 30 172 60 "Poland" "POL" "1972 Summer" 1972 "Summer" "Munich" "Athletics" "Athletics Women's 100 metres Hurdles" NA
"3593" 87214 "Tomasz Wiktor Nowak" "M" 28 171 57 "Poland" "POL" "1988 Summer" 1988 "Summer" "Seoul" "Boxing" "Boxing Men's Featherweight" NA
"3594" 87216 "Zdzisaw Ignacy Nowak" "M" 27 172 72 "Poland" "POL" "1956 Winter" 1956 "Winter" "Cortina d'Ampezzo" "Ice Hockey" "Ice Hockey Men's Ice Hockey" NA
"3595" 87217 "Zdzisaw Antoni Nowak" "M" 22 172 72 "Poland" "POL" "1928 Summer" 1928 "Summer" "Amsterdam" "Athletics" "Athletics Men's Long Jump" NA
"3596" 87218 "ukasz Nowak" "M" 23 194 76 "Poland" "POL" "2012 Summer" 2012 "Summer" "London" "Athletics" "Athletics Men's 50 kilometres Walk" NA
"3597" 87218 "ukasz Nowak" "M" 27 194 76 "Poland" "POL" "2016 Summer" 2016 "Summer" "Rio de Janeiro" "Athletics" "Athletics Men's 20 kilometres Walk" NA
"3598" 87219 "Halina Jolanta Nowak-Guka" "F" 21 160 52 "Poland" "POL" "1992 Winter" 1992 "Winter" "Albertville" "Cross Country Skiing" "Cross Country Skiing Women's 5 kilometres" NA
"3599" 87219 "Halina Jolanta Nowak-Guka" "F" 21 160 52 "Poland" "POL" "1992 Winter" 1992 "Winter" "Albertville" "Cross Country Skiing" "Cross Country Skiing Women's 30 kilometres" NA
"3600" 87219 "Halina Jolanta Nowak-Guka" "F" 21 160 52 "Poland" "POL" "1992 Winter" 1992 "Winter" "Albertville" "Cross Country Skiing" "Cross Country Skiing Women's 5/10 kilometres Pursuit" NA
"3601" 87219 "Halina Jolanta Nowak-Guka" "F" 21 160 52 "Poland" "POL" "1992 Winter" 1992 "Winter" "Albertville" "Cross Country Skiing" "Cross Country Skiing Women's 4 x 5 kilometres Relay" NA
"3602" 87219 "Halina Jolanta Nowak-Guka" "F" 23 160 52 "Poland" "POL" "1994 Winter" 1994 "Winter" "Lillehammer" "Cross Country Skiing" "Cross Country Skiing Women's 5 kilometres" NA
"3603" 87219 "Halina Jolanta Nowak-Guka" "F" 23 160 52 "Poland" "POL" "1994 Winter" 1994 "Winter" "Lillehammer" "Cross Country Skiing" "Cross Country Skiing Women's 15 kilometres" NA
"3604" 87219 "Halina Jolanta Nowak-Guka" "F" 27 160 52 "Poland" "POL" "1998 Winter" 1998 "Winter" "Nagano" "Biathlon" "Biathlon Women's 7.5 kilometres Sprint" NA
"3605" 87220 "Danuta Krystyna Nowak-Stachow (-Wroska)" "F" 22 159 56 "Poland" "POL" "1956 Summer" 1956 "Summer" "Melbourne" "Gymnastics" "Gymnastics Women's Individual All-Around" NA
"3606" 87220 "Danuta Krystyna Nowak-Stachow (-Wroska)" "F" 22 159 56 "Poland" "POL" "1956 Summer" 1956 "Summer" "Melbourne" "Gymnastics" "Gymnastics Women's Team All-Around" NA
"3607" 87220 "Danuta Krystyna Nowak-Stachow (-Wroska)" "F" 22 159 56 "Poland" "POL" "1956 Summer" 1956 "Summer" "Melbourne" "Gymnastics" "Gymnastics Women's Team Portable Apparatus" "Bronze"
"3608" 87220 "Danuta Krystyna Nowak-Stachow (-Wroska)" "F" 22 159 56 "Poland" "POL" "1956 Summer" 1956 "Summer" "Melbourne" "Gymnastics" "Gymnastics Women's Floor Exercise" NA
"3609" 87220 "Danuta Krystyna Nowak-Stachow (-Wroska)" "F" 22 159 56 "Poland" "POL" "1956 Summer" 1956 "Summer" "Melbourne" "Gymnastics" "Gymnastics Women's Horse Vault" NA
"3610" 87220 "Danuta Krystyna Nowak-Stachow (-Wroska)" "F" 22 159 56 "Poland" "POL" "1956 Summer" 1956 "Summer" "Melbourne" "Gymnastics" "Gymnastics Women's Uneven Bars" NA
"3611" 87220 "Danuta Krystyna Nowak-Stachow (-Wroska)" "F" 22 159 56 "Poland" "POL" "1956 Summer" 1956 "Summer" "Melbourne" "Gymnastics" "Gymnastics Women's Balance Beam" NA
"3612" 87220 "Danuta Krystyna Nowak-Stachow (-Wroska)" "F" 26 159 56 "Poland" "POL" "1960 Summer" 1960 "Summer" "Roma" "Gymnastics" "Gymnastics Women's Individual All-Around" NA
"3613" 87220 "Danuta Krystyna Nowak-Stachow (-Wroska)" "F" 26 159 56 "Poland" "POL" "1960 Summer" 1960 "Summer" "Roma" "Gymnastics" "Gymnastics Women's Team All-Around" NA
"3614" 87220 "Danuta Krystyna Nowak-Stachow (-Wroska)" "F" 26 159 56 "Poland" "POL" "1960 Summer" 1960 "Summer" "Roma" "Gymnastics" "Gymnastics Women's Floor Exercise" NA
"3615" 87220 "Danuta Krystyna Nowak-Stachow (-Wroska)" "F" 26 159 56 "Poland" "POL" "1960 Summer" 1960 "Summer" "Roma" "Gymnastics" "Gymnastics Women's Horse Vault" NA
"3616" 87220 "Danuta Krystyna Nowak-Stachow (-Wroska)" "F" 26 159 56 "Poland" "POL" "1960 Summer" 1960 "Summer" "Roma" "Gymnastics" "Gymnastics Women's Uneven Bars" NA
"3617" 87220 "Danuta Krystyna Nowak-Stachow (-Wroska)" "F" 26 159 56 "Poland" "POL" "1960 Summer" 1960 "Summer" "Roma" "Gymnastics" "Gymnastics Women's Balance Beam" NA
"3618" 87221 "Boena Nowakowska (-wierczyska)" "F" 21 168 59 "Poland" "POL" "1976 Summer" 1976 "Summer" "Montreal" "Athletics" "Athletics Women's 100 metres Hurdles" NA
"3619" 87222 "Krystyna Nowakowska (-Snop, -Zawitkowska)" "F" 24 162 54 "Poland" "POL" "1960 Summer" 1960 "Summer" "Roma" "Athletics" "Athletics Women's 800 metres" NA
"3620" 87223 "Weronika Nowakowska (-Ziemniak)" "F" 23 158 51 "Poland" "POL" "2010 Winter" 2010 "Winter" "Vancouver" "Biathlon" "Biathlon Women's 7.5 kilometres Sprint" NA
"3621" 87223 "Weronika Nowakowska (-Ziemniak)" "F" 23 158 51 "Poland" "POL" "2010 Winter" 2010 "Winter" "Vancouver" "Biathlon" "Biathlon Women's 10 kilometres Pursuit" NA
"3622" 87223 "Weronika Nowakowska (-Ziemniak)" "F" 23 158 51 "Poland" "POL" "2010 Winter" 2010 "Winter" "Vancouver" "Biathlon" "Biathlon Women's 12.5 kilometres Mass Start" NA
"3623" 87223 "Weronika Nowakowska (-Ziemniak)" "F" 23 158 51 "Poland" "POL" "2010 Winter" 2010 "Winter" "Vancouver" "Biathlon" "Biathlon Women's 15 kilometres" NA
"3624" 87223 "Weronika Nowakowska (-Ziemniak)" "F" 23 158 51 "Poland" "POL" "2010 Winter" 2010 "Winter" "Vancouver" "Biathlon" "Biathlon Women's 4 x 6 kilometres Relay" NA
"3625" 87223 "Weronika Nowakowska (-Ziemniak)" "F" 27 158 51 "Poland" "POL" "2014 Winter" 2014 "Winter" "Sochi" "Biathlon" "Biathlon Women's 7.5 kilometres Sprint" NA
"3626" 87223 "Weronika Nowakowska (-Ziemniak)" "F" 27 158 51 "Poland" "POL" "2014 Winter" 2014 "Winter" "Sochi" "Biathlon" "Biathlon Women's 10 kilometres Pursuit" NA
"3627" 87223 "Weronika Nowakowska (-Ziemniak)" "F" 27 158 51 "Poland" "POL" "2014 Winter" 2014 "Winter" "Sochi" "Biathlon" "Biathlon Women's 12.5 kilometres Mass Start" NA
"3628" 87223 "Weronika Nowakowska (-Ziemniak)" "F" 27 158 51 "Poland" "POL" "2014 Winter" 2014 "Winter" "Sochi" "Biathlon" "Biathlon Women's 15 kilometres" NA
"3629" 87223 "Weronika Nowakowska (-Ziemniak)" "F" 27 158 51 "Poland" "POL" "2014 Winter" 2014 "Winter" "Sochi" "Biathlon" "Biathlon Women's 4 x 6 kilometres Relay" NA
"3630" 87224 "Dariusz Nowakowski" "M" 26 191 105 "Poland" "POL" "1980 Summer" 1980 "Summer" "Moskva" "Judo" "Judo Men's Half-Heavyweight" NA
"3631" 87225 "Piotr Nowakowski" "M" 24 205 90 "Poland" "POL" "2012 Summer" 2012 "Summer" "London" "Volleyball" "Volleyball Men's Volleyball" NA
"3632" 87225 "Piotr Nowakowski" "M" 28 205 90 "Poland" "POL" "2016 Summer" 2016 "Summer" "Rio de Janeiro" "Volleyball" "Volleyball Men's Volleyball" NA
"3633" 87227 "Henryk Nowara" "M" 28 181 75 "Poland" "POL" "1952 Summer" 1952 "Summer" "Helsinki" "Boxing" "Boxing Men's Middleweight" NA
"3634" 87228 "Jzef Jan Nowara" "M" 23 180 70 "Poland" "POL" "1968 Summer" 1968 "Summer" "Mexico City" "Fencing" "Fencing Men's Sabre, Individual" NA
"3635" 87228 "Jzef Jan Nowara" "M" 23 180 70 "Poland" "POL" "1968 Summer" 1968 "Summer" "Mexico City" "Fencing" "Fencing Men's Sabre, Team" NA
"3636" 87228 "Jzef Jan Nowara" "M" 27 180 70 "Poland" "POL" "1972 Summer" 1972 "Summer" "Munich" "Fencing" "Fencing Men's Sabre, Individual" NA
"3637" 87228 "Jzef Jan Nowara" "M" 27 180 70 "Poland" "POL" "1972 Summer" 1972 "Summer" "Munich" "Fencing" "Fencing Men's Sabre, Team" NA
"3638" 87228 "Jzef Jan Nowara" "M" 31 180 70 "Poland" "POL" "1976 Summer" 1976 "Summer" "Montreal" "Fencing" "Fencing Men's Sabre, Individual" NA
"3639" 87228 "Jzef Jan Nowara" "M" 31 180 70 "Poland" "POL" "1976 Summer" 1976 "Summer" "Montreal" "Fencing" "Fencing Men's Sabre, Team" NA
"3640" 87231 "Joanna Nowicka-Kwana" "F" 22 164 60 "Poland" "POL" "1988 Summer" 1988 "Summer" "Seoul" "Archery" "Archery Women's Individual" NA
"3641" 87231 "Joanna Nowicka-Kwana" "F" 22 164 60 "Poland" "POL" "1988 Summer" 1988 "Summer" "Seoul" "Archery" "Archery Women's Team" NA
"3642" 87231 "Joanna Nowicka-Kwana" "F" 25 164 60 "Poland" "POL" "1992 Summer" 1992 "Summer" "Barcelona" "Archery" "Archery Women's Individual" NA
"3643" 87231 "Joanna Nowicka-Kwana" "F" 25 164 60 "Poland" "POL" "1992 Summer" 1992 "Summer" "Barcelona" "Archery" "Archery Women's Team" NA
"3644" 87231 "Joanna Nowicka-Kwana" "F" 29 164 60 "Poland" "POL" "1996 Summer" 1996 "Summer" "Atlanta" "Archery" "Archery Women's Individual" NA
"3645" 87231 "Joanna Nowicka-Kwana" "F" 29 164 60 "Poland" "POL" "1996 Summer" 1996 "Summer" "Atlanta" "Archery" "Archery Women's Team" "Bronze"
"3646" 87231 "Joanna Nowicka-Kwana" "F" 34 164 60 "Poland" "POL" "2000 Summer" 2000 "Summer" "Sydney" "Archery" "Archery Women's Individual" NA
"3647" 87231 "Joanna Nowicka-Kwana" "F" 34 164 60 "Poland" "POL" "2000 Summer" 2000 "Summer" "Sydney" "Archery" "Archery Women's Team" NA
"3648" 87232 "Jarosaw Sebastian Nowicki" "M" 26 187 88 "Poland" "POL" "1996 Summer" 1996 "Summer" "Atlanta" "Rowing" "Rowing Men's Quadruple Sculls" NA
"3649" 87233 "Jerzy Nowicki" "M" 27 165 64 "Poland" "POL" "1960 Summer" 1960 "Summer" "Roma" "Shooting" "Shooting Men's Small-Bore Rifle, Three Positions, 50 metres" NA
"3650" 87233 "Jerzy Nowicki" "M" 27 165 64 "Poland" "POL" "1960 Summer" 1960 "Summer" "Roma" "Shooting" "Shooting Men's Small-Bore Rifle, Prone, 50 metres" NA
"3651" 87233 "Jerzy Nowicki" "M" 31 165 64 "Poland" "POL" "1964 Summer" 1964 "Summer" "Tokyo" "Shooting" "Shooting Men's Small-Bore Rifle, Three Positions, 50 metres" NA
"3652" 87233 "Jerzy Nowicki" "M" 35 165 64 "Poland" "POL" "1968 Summer" 1968 "Summer" "Mexico City" "Shooting" "Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres" NA
"3653" 87233 "Jerzy Nowicki" "M" 35 165 64 "Poland" "POL" "1968 Summer" 1968 "Summer" "Mexico City" "Shooting" "Shooting Mixed Small-Bore Rifle, Prone, 50 metres" NA
"3654" 87234 "Mieczysaw Pawe Nowicki" "M" 21 176 74 "Poland" "POL" "1972 Summer" 1972 "Summer" "Munich" "Cycling" "Cycling Men's Individual Pursuit, 4,000 metres" NA
"3655" 87234 "Mieczysaw Pawe Nowicki" "M" 21 176 74 "Poland" "POL" "1972 Summer" 1972 "Summer" "Munich" "Cycling" "Cycling Men's Team Pursuit, 4,000 metres" NA
"3656" 87234 "Mieczysaw Pawe Nowicki" "M" 25 176 74 "Poland" "POL" "1976 Summer" 1976 "Summer" "Montreal" "Cycling" "Cycling Men's Road Race, Individual" "Bronze"
"3657" 87234 "Mieczysaw Pawe Nowicki" "M" 25 176 74 "Poland" "POL" "1976 Summer" 1976 "Summer" "Montreal" "Cycling" "Cycling Men's 100 kilometres Team Time Trial" "Silver"
"3658" 87235 "Wojciech Nowicki" "M" 27 196 128 "Poland" "POL" "2016 Summer" 2016 "Summer" "Rio de Janeiro" "Athletics" "Athletics Men's Hammer Throw" "Bronze"
"3659" 87241 "Zenon Stanisaw Nowosz" "M" 24 183 72 "Poland" "POL" "1968 Summer" 1968 "Summer" "Mexico City" "Athletics" "Athletics Men's 100 metres" NA
"3660" 87241 "Zenon Stanisaw Nowosz" "M" 24 183 72 "Poland" "POL" "1968 Summer" 1968 "Summer" "Mexico City" "Athletics" "Athletics Men's 4 x 100 metres Relay" NA
"3661" 87241 "Zenon Stanisaw Nowosz" "M" 28 183 72 "Poland" "POL" "1972 Summer" 1972 "Summer" "Munich" "Athletics" "Athletics Men's 100 metres" NA
"3662" 87241 "Zenon Stanisaw Nowosz" "M" 28 183 72 "Poland" "POL" "1972 Summer" 1972 "Summer" "Munich" "Athletics" "Athletics Men's 4 x 100 metres Relay" NA
"3663" 87241 "Zenon Stanisaw Nowosz" "M" 32 183 72 "Poland" "POL" "1976 Summer" 1976 "Summer" "Montreal" "Athletics" "Athletics Men's 200 metres" NA
"3664" 87528 "Magdalena Nykiel" "F" 22 166 58 "Poland" "POL" "2006 Winter" 2006 "Winter" "Torino" "Biathlon" "Biathlon Women's 7.5 kilometres Sprint" NA
"3665" 87528 "Magdalena Nykiel" "F" 22 166 58 "Poland" "POL" "2006 Winter" 2006 "Winter" "Torino" "Biathlon" "Biathlon Women's 10 kilometres Pursuit" NA
"3666" 87808 "Ryszard Jzef Oborski" "M" 24 181 79 "Poland" "POL" "1976 Summer" 1976 "Summer" "Montreal" "Canoeing" "Canoeing Men's Kayak Doubles, 500 metres" NA
"3667" 87808 "Ryszard Jzef Oborski" "M" 24 181 79 "Poland" "POL" "1976 Summer" 1976 "Summer" "Montreal" "Canoeing" "Canoeing Men's Kayak Fours, 1,000 metres" NA
"3668" 87808 "Ryszard Jzef Oborski" "M" 28 181 79 "Poland" "POL" "1980 Summer" 1980 "Summer" "Moskva" "Canoeing" "Canoeing Men's Kayak Fours, 1,000 metres" NA
"3669" 87816 "Marja Obrbska" "F" NA NA NA "Poland" "POL" "1932 Summer" 1932 "Summer" "Los Angeles" "Art Competitions" "Art Competitions Mixed Painting, Unknown Event" NA
"3670" 87816 "Marja Obrbska" "F" NA NA NA "Poland" "POL" "1932 Summer" 1932 "Summer" "Los Angeles" "Art Competitions" "Art Competitions Mixed Painting, Unknown Event" NA
"3671" 87845 "Tadeusz Jan Obj" "M" 21 176 79 "Poland" "POL" "1972 Winter" 1972 "Winter" "Sapporo" "Ice Hockey" "Ice Hockey Men's Ice Hockey" NA
"3672" 87845 "Tadeusz Jan Obj" "M" 25 176 79 "Poland" "POL" "1976 Winter" 1976 "Winter" "Innsbruck" "Ice Hockey" "Ice Hockey Men's Ice Hockey" NA
"3673" 87845 "Tadeusz Jan Obj" "M" 29 176 79 "Poland" "POL" "1980 Winter" 1980 "Winter" "Lake Placid" "Ice Hockey" "Ice Hockey Men's Ice Hockey" NA
"3674" 87925 "ucja Bronisawa Ochmaska (-Bilska)" "F" 19 166 60 "Poland" "POL" "1968 Summer" 1968 "Summer" "Mexico City" "Gymnastics" "Gymnastics Women's Individual All-Around" NA
"3675" 87925 "ucja Bronisawa Ochmaska (-Bilska)" "F" 19 166 60 "Poland" "POL" "1968 Summer" 1968 "Summer" "Mexico City" "Gymnastics" "Gymnastics Women's Team All-Around" NA
"3676" 87925 "ucja Bronisawa Ochmaska (-Bilska)" "F" 19 166 60 "Poland" "POL" "1968 Summer" 1968 "Summer" "Mexico City" "Gymnastics" "Gymnastics Women's Floor Exercise" NA
"3677" 87925 "ucja Bronisawa Ochmaska (-Bilska)" "F" 19 166 60 "Poland" "POL" "1968 Summer" 1968 "Summer" "Mexico City" "Gymnastics" "Gymnastics Women's Horse Vault" NA
"3678" 87925 "ucja Bronisawa Ochmaska (-Bilska)" "F" 19 166 60 "Poland" "POL" "1968 Summer" 1968 "Summer" "Mexico City" "Gymnastics" "Gymnastics Women's Uneven Bars" NA
"3679" 87925 "ucja Bronisawa Ochmaska (-Bilska)" "F" 19 166 60 "Poland" "POL" "1968 Summer" 1968 "Summer" "Mexico City" "Gymnastics" "Gymnastics Women's Balance Beam" NA
"3680" 87938 "Emil Antoni Ochyra" "M" 24 172 64 "Poland" "POL" "1960 Summer" 1960 "Summer" "Roma" "Fencing" "Fencing Men's Sabre, Team" "Silver"
"3681" 87938 "Emil Antoni Ochyra" "M" 28 172 64 "Poland" "POL" "1964 Summer" 1964 "Summer" "Tokyo" "Fencing" "Fencing Men's Sabre, Individual" NA
"3682" 87938 "Emil Antoni Ochyra" "M" 28 172 64 "Poland" "POL" "1964 Summer" 1964 "Summer" "Tokyo" "Fencing" "Fencing Men's Sabre, Team" "Bronze"
"3683" 87938 "Emil Antoni Ochyra" "M" 32 172 64 "Poland" "POL" "1968 Summer" 1968 "Summer" "Mexico City" "Fencing" "Fencing Men's Sabre, Individual" NA
"3684" 87938 "Emil Antoni Ochyra" "M" 32 172 64 "Poland" "POL" "1968 Summer" 1968 "Summer" "Mexico City" "Fencing" "Fencing Men's Sabre, Team" NA
"3685" 88134 "Jolanta Ogar" "F" 30 178 68 "Poland" "POL" "2012 Summer" 2012 "Summer" "London" "Sailing" "Sailing Women's Two Person Dinghy" NA
"3686" 88154 "Roman Grzegorz Ogaza" "M" 23 177 76 "Poland" "POL" "1976 Summer" 1976 "Summer" "Montreal" "Football" "Football Men's Football" "Silver"
"3687" 88192 "Jerzy Ogrczyk" "M" 26 169 61 "Poland" "POL" "1964 Winter" 1964 "Winter" "Innsbruck" "Ice Hockey" "Ice Hockey Men's Ice Hockey" NA
"3688" 88504 "Maciej Okrglak" "M" 23 176 73 "Poland" "POL" "2016 Summer" 2016 "Summer" "Rio de Janeiro" "Canoeing" "Canoeing Men's Kayak Singles, Slalom" NA
"3689" 88507 "Iwona Maria Okrzesik" "F" 20 164 60 "Poland" "POL" "1992 Summer" 1992 "Summer" "Barcelona" "Archery" "Archery Women's Individual" NA
"3690" 88507 "Iwona Maria Okrzesik" "F" 20 164 60 "Poland" "POL" "1992 Summer" 1992 "Summer" "Barcelona" "Archery" "Archery Women's Team" NA
"3691" 88512 "Jzef Oksiutycz" "M" 24 176 74 "Poland" "POL" "1928 Summer" 1928 "Summer" "Amsterdam" "Cycling" "Cycling Men's Team Pursuit, 4,000 metres" NA
"3692" 88528 "Wacaw Okulicz-Kozaryn" "M" 40 170 73 "Poland" "POL" "1924 Summer" 1924 "Summer" "Paris" "Wrestling" "Wrestling Men's Middleweight, Greco-Roman" NA
"3693" 88617 "Stanisaw Olczyk" "M" 23 170 69 "Poland" "POL" "1956 Winter" 1956 "Winter" "Cortina d'Ampezzo" "Ice Hockey" "Ice Hockey Men's Ice Hockey" NA
"3694" 88617 "Stanisaw Olczyk" "M" 31 170 69 "Poland" "POL" "1964 Winter" 1964 "Winter" "Innsbruck" "Ice Hockey" "Ice Hockey Men's Ice Hockey" NA
"3695" 88640 "Artur Olech" "M" 24 160 51 "Poland" "POL" "1964 Summer" 1964 "Summer" "Tokyo" "Boxing" "Boxing Men's Flyweight" "Silver"
"3696" 88640 "Artur Olech" "M" 28 160 51 "Poland" "POL" "1968 Summer" 1968 "Summer" "Mexico City" "Boxing" "Boxing Men's Flyweight" "Silver"
"3697" 88641 "Janusz Roman Olech" "M" 23 179 75 "Poland" "POL" "1988 Summer" 1988 "Summer" "Seoul" "Fencing" "Fencing Men's Sabre, Individual" "Silver"
"3698" 88641 "Janusz Roman Olech" "M" 23 179 75 "Poland" "POL" "1988 Summer" 1988 "Summer" "Seoul" "Fencing" "Fencing Men's Sabre, Team" NA
"3699" 88641 "Janusz Roman Olech" "M" 27 179 75 "Poland" "POL" "1992 Summer" 1992 "Summer" "Barcelona" "Fencing" "Fencing Men's Sabre, Individual" NA
"3700" 88641 "Janusz Roman Olech" "M" 27 179 75 "Poland" "POL" "1992 Summer" 1992 "Summer" "Barcelona" "Fencing" "Fencing Men's Sabre, Team" NA
"3701" 88641 "Janusz Roman Olech" "M" 31 179 75 "Poland" "POL" "1996 Summer" 1996 "Summer" "Atlanta" "Fencing" "Fencing Men's Sabre, Individual" NA
"3702" 88641 "Janusz Roman Olech" "M" 31 179 75 "Poland" "POL" "1996 Summer" 1996 "Summer" "Atlanta" "Fencing" "Fencing Men's Sabre, Team" NA
"3703" 88642 "Bogusawa Barbara Olechnowicz (Dzierak-)" "F" 29 162 61 "Poland" "POL" "1992 Summer" 1992 "Summer" "Barcelona" "Judo" "Judo Women's Half-Middleweight" NA
"3704" 88643 "Wiktor Olecki" "M" 26 NA NA "Poland" "POL" "1936 Summer" 1936 "Summer" "Berlin" "Cycling" "Cycling Men's Road Race, Individual" NA
"3705" 88643 "Wiktor Olecki" "M" 26 NA NA "Poland" "POL" "1936 Summer" 1936 "Summer" "Berlin" "Cycling" "Cycling Men's Road Race, Team" NA
"3706" 88648 "Stanisaw Feliks Olejniczak" "M" 26 193 84 "Poland" "POL" "1964 Summer" 1964 "Summer" "Tokyo" "Basketball" "Basketball Men's Basketball" NA
"3707" 88668 "Jan Olesiski" "M" 23 186 72 "Poland" "POL" "1980 Summer" 1980 "Summer" "Moskva" "Modern Pentathlon" "Modern Pentathlon Men's Individual" NA
"3708" 88668 "Jan Olesiski" "M" 23 186 72 "Poland" "POL" "1980 Summer" 1980 "Summer" "Moskva" "Modern Pentathlon" "Modern Pentathlon Men's Team" NA
"3709" 88674 "Piotr Olewiski" "M" 23 181 72 "Poland" "POL" "1992 Summer" 1992 "Summer" "Barcelona" "Sailing" "Sailing Men's Windsurfer" NA
"3710" 88685 "Anna Marta Olichwierczuk-Jesie" "F" 21 168 56 "Poland" "POL" "2000 Summer" 2000 "Summer" "Sydney" "Athletics" "Athletics Women's 400 metres Hurdles" NA
"3711" 88685 "Anna Marta Olichwierczuk-Jesie" "F" 25 168 56 "Poland" "POL" "2004 Summer" 2004 "Summer" "Athina" "Athletics" "Athletics Women's 400 metres Hurdles" NA
"3712" 88685 "Anna Marta Olichwierczuk-Jesie" "F" 29 168 56 "Poland" "POL" "2008 Summer" 2008 "Summer" "Beijing" "Athletics" "Athletics Women's 400 metres Hurdles" NA
"3713" 88685 "Anna Marta Olichwierczuk-Jesie" "F" 29 168 56 "Poland" "POL" "2008 Summer" 2008 "Summer" "Beijing" "Athletics" "Athletics Women's 4 x 400 metres Relay" NA
"3714" 88685 "Anna Marta Olichwierczuk-Jesie" "F" 33 168 56 "Poland" "POL" "2012 Summer" 2012 "Summer" "London" "Athletics" "Athletics Women's 400 metres Hurdles" NA
"3715" 88685 "Anna Marta Olichwierczuk-Jesie" "F" 33 168 56 "Poland" "POL" "2012 Summer" 2012 "Summer" "London" "Athletics" "Athletics Women's 4 x 400 metres Relay" NA
"3716" 88701 "Grayna Oliszewska (-Baumgarten)" "F" 20 161 58 "Poland" "POL" "1980 Summer" 1980 "Summer" "Moskva" "Athletics" "Athletics Women's 400 metres" NA
"3717" 88701 "Grayna Oliszewska (-Baumgarten)" "F" 20 161 58 "Poland" "POL" "1980 Summer" 1980 "Summer" "Moskva" "Athletics" "Athletics Women's 4 x 400 metres Relay" NA
"3718" 88994 "Aleksandra Olsza" "F" 18 165 56 "Poland" "POL" "1996 Summer" 1996 "Summer" "Atlanta" "Tennis" "Tennis Women's Singles" NA
"3719" 88994 "Aleksandra Olsza" "F" 18 165 56 "Poland" "POL" "1996 Summer" 1996 "Summer" "Atlanta" "Tennis" "Tennis Women's Doubles" NA
"3720" 88996 "Leszek Olszewski" "M" 23 166 51 "Poland" "POL" "1992 Summer" 1992 "Summer" "Barcelona" "Boxing" "Boxing Men's Flyweight" NA
"3721" 88998 "Piotr Olszewski" "M" 23 200 100 "Poland" "POL" "1996 Summer" 1996 "Summer" "Atlanta" "Rowing" "Rowing Men's Coxless Fours" NA
"3722" 88999 "Ryszard Jan Olszewski" "M" 28 185 87 "Poland" "POL" "1960 Summer" 1960 "Summer" "Roma" "Basketball" "Basketball Men's Basketball" NA
